Id,InitScript,ApplyScript,ClearScript,ReducePerTurn,ReducePerAttacked,ReducePerUse,UpperBound,Icon,Type,Rarity,Effects,SoundEffects,Action,CanZero
bleeding,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";
        }if (Vars[""stack""].ToInt()>30)
        {
           AddDescription(""1"", ""TrueDamage"",  Vars[""stack""].ToInt()*2 ); 
        }
        else
        {
            AddDescription(""1"", ""TrueDamage"",  Vars[""stack""].ToInt() );
        }","ProcessEffect(Self, ""流血"");
        AddEvent(""Action"",() => {
ProcessEffect(Self, ""流血"");
if (Self.GetBuff(DataId.buff_bleeding).buffConfig.Level>30)
{
    ChangeHp((int.Parse(Self.GetBuff(DataId.buff_bleeding).buffConfig.Level.ToString())*-2).ToString());
}
else
{
    ChangeHp((int.Parse(Self.GetBuff(DataId.buff_bleeding).buffConfig.Level.ToString())*-1).ToString());
}
            });",,0,0,0,99999,Icon/Buff/流血,负面,1,流血,NewSounds/特效/流血,,FALSE
evergreen,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""StartRound"",() => {ChangeHp(Self.GetBuff(DataId.buff_evergreen).buffConfig.Level.ToString());});",,1,0,0,9999,Icon/Buff/自愈,正面,1,,,,FALSE
rebirth,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","PlayerInfo.SpecialVars[""ResurrectionCount""]=""0"";
        SetStatus(""Self"");
AddEvent(""Dead"",() => {
    if (Self.dynamicVariables.GetValueOrDefault(""liveCount"") > 0f)
    {
        return;
    }
    var rebirth = Self.GetBuff(DataId.buff_rebirth);
    if (rebirth == null)
    {
        return;
    }
    int rebirthLevel = rebirth.buffConfig.Level;
    if (rebirthLevel < 30)
    {
        return;
    }
    Self.dynamicVariables[""ResurrectionSource""] = 2f;
    Resurrection(rebirthLevel.ToString());
});
AddEvent(""ResurrectionEnd"",() => {
    if (Self.dynamicVariables.GetValueOrDefault(""ResurrectionSource"") != 2f)
    {
        return;
    }
    var rebirth = Self.GetBuff(DataId.buff_rebirth);
    if (rebirth == null)
    {
        return;
    }
    rebirth.buffConfig.Level = Math.Max(0, rebirth.buffConfig.Level - 100);
    PlayerInfo.SpecialVars[""ResurrectionCount""]=(int.Parse(PlayerInfo.SpecialVars.GetValueOrDefault(""ResurrectionCount"",""0""))+1).ToString();
    if (PlayerInfo.SpecialVars==null ||PlayerInfo.SpecialVars.GetValueOrDefault(""HasBlessing3"",""0"")==""1"" )
    {
        return;
    }
    
    
    bool hasBlessing = RoleTable.Instance.blessingConfigs.Any(x => x != null && x.data[""Id""] == DataId.CrowdfundingBlessing_3);
    if (!hasBlessing && CheckDice.Roll().Value > 70)
    {
        PlayerInfo.SpecialVars[""HasBlessing3""] = ""1"";
        PlayerInfo.AddBless(DataId.CrowdfundingBlessing_3);
    }
});
",,0,0,0,9999,Icon/Buff/重生,正面,3,,,,TRUE
rotten,,"AddEvent(""Action"",() => {Self.Defend=0;});",,1,0,0,2,Icon/Buff/腐朽,负面,4,,,,FALSE
burn,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";
        }
        if(Self!=null) {AddDescription(""1"", ""TrueDamage"", Vars[""stack""].ToInt() * (1 + 0.01f * Self.CurHp));}
        else
        {
            AddDescription(""1"", ""TrueDamage"", (Vars[""stack""].ToInt()*2).ToString());
        }","ProcessEffect(Self, ""灼烧"");
        AddEvent(""StartRound"",() => {
            
            if (Self.GetBuff(DataId.buff_burn)==null)
            {
                return;
            }
            ProcessEffect(Self, ""灼烧"");
            ChangeHp(((int)((-1-Self.CurHp/100f)*Self.GetBuff(DataId.buff_burn).buffConfig.Level)).ToString());});",,1,0,0,49,Icon/Buff/灼烧,负面,2,火苗,NewSounds/特效/灼烧,,FALSE
chaos,,"
        SetStatus(""Self"");
        AddEvent(""Action"",() => {
            int count=ValueDice.WithRange(0,100).Roll().Value;
            if (count >= 67)
            {
                ChangeDynamicVar(""CardCost"", ( -Self.dynamicVariables[""CardCost""]).ToString());
            }
            else if (count >= 34)
            {
                ChangeDynamicVar(""CardCost"", ( 1-Self.dynamicVariables[""CardCost""] ).ToString());
            }
            else
            {
                ChangeDynamicVar(""CardCost"", ( 2-Self.dynamicVariables[""CardCost""]).ToString());
            }
        });",,0,0,0,1,Icon/Buff/混乱,负面,3,,,,FALSE
eclipse,,"SetStatus(""Self"");
AddEvent(""buff_eclipseOnLevelChange"",()=>{ChangeDynamicVar(""CardCost"",""-2"");});",LossFight();,10,0,0,1,Icon/Buff/魔化,特性,4,,,,FALSE
vulnerability,,"SetStatus(""Self"");
AddEvent(""buff_vulnerabilityOnLevelChange"",() => {ChangeDynamicVarPercent(""AttackedPercentDamage"",(int.Parse(Self.GetBuff(DataId.buff_vulnerability).buffConfig.Level.ToString())*10).ToString());});",,2,0,0,999,Icon/Buff/易伤,负面,2,,,,FALSE
cycle,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""Shuffle"",() => {ChangePower(Self.GetBuff(DataId.buff_cycle).buffConfig.Level.ToString());});",,0,0,0,5,Icon/Buff/循环,正面,4,,,,FALSE
vitality,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","SetStatus(""Self"");AddEvent(""Hurt"",() => {ChangeDefence(Self.GetBuff(DataId.buff_vitality).buffConfig.Level.ToString());});",,1,0,0,999,Icon/Buff/吸收,正面,2,,,,FALSE
oniblood,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";
        }AddDescription(""1"", ""Hp"", Vars[""stack""].ToInt() * 4);","
AddEvent(""EndRound"",() => {
if (Self.CurHp>16)
{
ChangeHp(""-16"");
}
});AddEvent(""Action"",() => {ChangeHp((int.Parse(Self.GetBuff(DataId.buff_oniblood).buffConfig.Level.ToString())*4).ToString());});",,0,0,0,5,Icon/Buff/鬼化,正面,4,,,,FALSE
contagion,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";
        }AddDescription(""1"", ""Damage"", Vars[""stack""].ToInt() * 9);","AddEvent(""ICreateCardItem"",() => {
        if (!Vars.ContainsKey(""ThisCount""))
        {
            Vars[""ThisCount""] = ""0"";
        }
        else
        {
            Vars[""ThisCount""] = (int.Parse(Vars[""ThisCount""]) + 1).ToString();
        }
        if (int.Parse(Vars[""ThisCount""]) %2==0)
        {
            SetStatus(""AllRandomTarget1"");
            Damage((int.Parse(Self.GetBuff(DataId.buff_contagion).buffConfig.Level.ToString())*9).ToString());
        }
        });",,0,0,0,999,Icon/Buff/连斩,正面,3,,,,FALSE
keenedge,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""buff_keenedgeOnLevelChange"",() => {ChangeDynamicVar(""DefaultDamage"",Self.GetBuff(DataId.buff_keenedge).buffConfig.Level.ToString());});",,0,0,0,9999,Icon/Buff/锋锐,正面,2,,,,FALSE
weak,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""buff_weakOnLevelChange"",() => {ChangeDynamicVar(""DefaultDamage"",(int.Parse(Self.GetBuff(DataId.buff_weak).buffConfig.Level.ToString())*-1).ToString());});",,1,0,0,9999,Icon/Buff/无力,负面,2,,,,FALSE
resilient,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","
        SetStatus(""Self"");
        AddEvent(""buff_resilientOnLevelChange"",() => {ChangeDynamicVar(""AttackedDefaultDamage"",(int.Parse(Self.GetBuff(DataId.buff_resilient).buffConfig.Level.ToString())*-1).ToString());});",,0,0,0,9999,Icon/Buff/强韧,正面,2,,,,FALSE
counterattack,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","SetStatus(""AllTarget"");
        void CountAttack(ActionData BaseAction)
        {
            if (BaseAction.data.data.ContainsKey(""Action"")&&BaseAction.data.data[""Action""] == ""Attack"" || BaseAction.data.data[""Action""] == ""Skill"")
            {
                if (Self == null)
                {
                    return;
                }
                Self.DamageFilter[""buff_counterattack""] = 100f;
                SetStatusById(BaseAction.Id); Damage((Self.GetBuff(DataId.buff_counterattack).buffConfig.Level).ToString());
                Self.GetBuff(DataId.buff_counterattack).buffConfig.Level = 0;
            }
        }
        ;
         AddEvent<NewEnemyData>(""AddEnemy"",
        (newData) =>
        {
            SetStatusById(newData.Id);
            AddEvent<ActionData>(""Action"",
        (newData) =>
        {
            CountAttack(newData);
        });
        }); 
        AddEvent<ActionData>(""Action"",
        (newData) =>
        {
            CountAttack(newData);
        });",,0,0,0,9999,Icon/Buff/反击,能力,2,,,,FALSE
impregnable,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""buff_impregnableOnLevelChange"",() => {ChangeDynamicVarPercent(""AttackedPercentDamage"",(int.Parse(Self.GetBuff(DataId.buff_impregnable).buffConfig.Level.ToString())*-10).ToString());});",,0,0,0,8,Icon/Buff/坚毅,正面,3,,,,FALSE
chrysalis,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","SetStatus(""Self"");
        AddEvent(""buff_chrysalisOnLevelChange"",()=>
        {
            ChangeDynamicVarPercent(""MaxChangeHp"", ""-50"");
            AddBuff(DataId.buff_limitdamage,  ""1"");
        });",,1,0,0,10,Icon/Buff/庇护,正面,4,,,,FALSE
barkhide,"            if (!Vars.ContainsKey(""ThisCount""))
            {
                Vars[""ThisCount""] = ""1"";
            }
AddDescription(""1"", ""Defence"", Vars[""ThisCount""].ToInt() * 2);","AddEvent(""StartRound"", () => { Vars[""ThisCount""] = ""0""; });
        AddEvent(""Hurt"", () =>
        {
            if (!Vars.ContainsKey(""ThisCount""))
            {
                Vars[""ThisCount""] = ""0"";
            }
            Vars[""ThisCount""] = (int.Parse(Vars[""ThisCount""]) + 1).ToString();
            for (int i = 0; i < 2; i++)
            {
                ChangeDefence(Vars[""ThisCount""]);
            }
        });",,0,0,0,999,Icon/Buff/树肤,正面,4,,,,FALSE
bloodriver,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""Action"",()=>{int a=CheckDice.Roll().Value;
            if (a<=25)
            {
                SetStatus(""Self"");
                AddBuff(DataId.buff_bleeding,""2"");
            }
            else
            {
                SetStatus(""AllTarget"");
                AddBuff(DataId.buff_bleeding,""4"");
            }
        });",,1,0,0,3,Icon/Buff/血河,能力,3,,,,FALSE
extraordinary,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""buff_extraordinaryOnLevelChange"",() => {
            ChangeDynamicVarPercent(""PercentDamage"",Self.GetBuff(DataId.buff_extraordinary).buffConfig.Level.ToString());
            PlayerInfo.UpdateAch(""achievement_extraordinary_9999"",Self.GetBuff(DataId.buff_extraordinary).buffConfig.Level);
            });",,0,0,0,99999,Icon/Buff/超凡,正面,1,,,,FALSE
limitdamage,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","
Self.GetBuff(DataId.buff_limitdamage).buffConfig.Level=
           (int)(Self.MaxHp * Self.dynamicVariables[""MaxChangeHp""] - Self.dynamicVariables[""thisHP""]) +1;
        AddEvent(""buff_limitdamageOnLevelChange"",()=> {
        if (Self.GetBuff(DataId.buff_limitdamage) == null || Self.dynamicVariables[""MaxChangeHp""] == 1f)
            {
                return;
            }
            Self.GetBuff(DataId.buff_limitdamage).buffConfig.Level=
           (int)(Self.MaxHp * Self.dynamicVariables[""MaxChangeHp""] - Self.dynamicVariables[""thisHP""]) +1;});
        AddEvent(""Hurt"",() =>
        {
            if (Self.GetBuff(DataId.buff_limitdamage) == null)
            {
                return;
            }
            if (Self.dynamicVariables[""MaxChangeHp""] != 1f)
            {
                Self.GetBuff(DataId.buff_limitdamage).buffConfig.Level =
               (int)(Self.MaxHp * Self.dynamicVariables[""MaxChangeHp""] - Self.dynamicVariables[""thisHP""]) + 1;
            }
        else
        {
             Self.GetBuff(DataId.buff_limitdamage).buffConfig.Level = 0;
        }
           });   ",,0,0,0,99999,Icon/Buff/限伤,特性,1,,,,TRUE
reverie,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};"," List<Dictionary<string,string>>cards=GetcardsByRarity(""2"",""3"");
        AddEvent(""Hurt"",()=>
        {
            RandomAddCard(cards[DefaultDice.WithRange(0, cards.Count - 1).Roll().Value][""Id""]);
            DrawCount(""1"");
        });",,0,0,0,1,Icon/Buff/空想,能力,3,,,,FALSE
fate,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""OnDiceCheck"", () => {SetStatus(""AllTarget""); Damage(""2""); });",,0,0,0,100,Icon/Buff/天罚,能力,3,,,,FALSE
degrade,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""buff_degradeOnLevelChange"",() => {ChangeDynamicVarPercent(""PercentDamage"",(int.Parse(Self.GetBuff(DataId.buff_degrade).buffConfig.Level.ToString())*-10).ToString());});",,1,0,0,6,Icon/Buff/失格,负面,3,,,,FALSE
bloodsea,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";
        }","AddEvent(""Action"",  () => {SetStatus(""Self"");
        if (Self==null||Self.GetBuff(DataId.buff_bloodsea)==null)
        {
            return;
        }
        AddBuff(DataId.buff_bleeding,  (Self.GetBuff(DataId.buff_bloodsea).buffConfig.Level*3).ToString());});",,0,0,0,10,Icon/Buff/血海,能力,4,,,,FALSE
lifelink,,"void AverageHp()
{
    SetStatus(""All"");
    int total = 0; int minMaxHp = 0; int count = 0;
    ForAllStatus(status => { 
        if (status.GetBuff(DataId.buff_lifelink) == null) return; 
        if (count == 0) minMaxHp = status.MaxHp; 
        else minMaxHp = minMaxHp > status.MaxHp ? status.MaxHp : minMaxHp; 
        total += status.CurHp; count += 1; 
        });
    if (count <= 1) return; 
    int even = total / count; even = even > minMaxHp ? minMaxHp : even; 
    SetStatus(Object.Where(x => x.GetBuff(DataId.buff_lifelink) != null));
    SetHp(even.ToString());
}
SetStatus(""Self"");
AverageHp();
AddEvent(""Hurt"", () => AverageHp());
AddEvent(""Heal"", () => AverageHp());",,1,0,0,9,Icon/Buff/同心,特性,4,,,,FALSE
synergies,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""CorCount""]=""0"";SetStatus(""AllFriends"");int count = 0;
       var temp=new List<IStatusManager>(Object);
       foreach (var status in temp){
            if (status==null)
            {
                continue;
            }
            var buff = status.GetBuff(DataId.buff_synergies); if (buff != null) count ++;}foreach (var status in temp){
            if (status==null)
            {
                continue;
            }
            var buff = status.GetBuff(DataId.buff_synergies); 
            if (buff != null) buff.buffConfig.dataConfig.Vars[""CorCount""]=count.ToString();
             dataConfig.Vars[""DesVal1""] = count.ToString();}","SetStatus(""AllFriendsExSelf"");int count = 0;foreach (var status in Object){var buff = status.GetBuff(DataId.buff_synergies); if (buff != null) count ++;}foreach (var status in Object){var buff = status.GetBuff(DataId.buff_synergies); if (buff != null) buff.buffConfig.dataConfig.Vars[""CorCount""]=count.ToString(); buff.buffConfig.dataConfig.Vars[""DesVal1""] = count.ToString();}",1,0,0,2,Icon/Buff/连携,能力,3,,,,FALSE
DoomPower,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";
        }
AddDescription(""2"", ""Hp"", Vars[""stack""]);","AddEvent(""buff_DoomPowerOnLevelChange"",()=>
         {
             if (Self == null)
             {
                 return;
             }
          
             ChangeMaxHp(( Self.GetBuff(DataId.buff_DoomPower).buffConfig.Level).ToString());
             PlayerInfo.SpecialVars[""DoomPower""] = Self.GetBuff(DataId.buff_DoomPower).buffConfig.Level.ToString();
         }); ",,0,0,0,9999,Icon/Buff/厄运魔能,特性,4,,,,FALSE
revelation,,"AddEvent<ActionData>(""Action"",(thisData)=>
        {
            if (!thisData.data.data[""Tag""].Contains(""Combo""))
            {
                if (!(thisData.data.Vars.ContainsKey(""SpecialTag"") && thisData.data.Vars[""SpecialTag""].Contains(""Combo"")))
                {
                    var enchCard = CardGetEnch(thisData.data);
                    if (enchCard==null||!enchCard.data[""Tag""].Contains(""Combo""))
                    {
                        var buff = Self.GetBuff(DataId.buff_revelation);
                        if (buff != null)
                        {
                            buff.buffConfig.Level -=1;
                            return;
                        }
                    }     
                }
            }
       
        });",,0,0,0,999,Icon/Buff/神启,能力,1,,,,FALSE
weakness,"Vars.TryAdd(""ThisCount"", ""0"");","AddEvent(""Hurt"",()=> {
            Vars[""ThisCount""] = (int.Parse(Vars[""ThisCount""]) + 1).ToString();
            ChangeDynamicVarPercent(""AttackedPercentDamage"",
            ""10"");
             });",,999,0,0,1,Icon/Buff/弱点,契印,4,,,,FALSE
Soul,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","
 AddEvent(""BurnCard"",()=>
        {
            if (PlayerInfo.SpecialVars==null||!PlayerInfo.SpecialVars.ContainsKey(""Soul""))
        {
            return;
        }
            if (Self!=null&&Self.GetBuff(""buff_Soul"")!=null)
            {
                Self.GetBuff(""buff_Soul"").buffConfig.Level=int.Parse(PlayerInfo.SpecialVars [""Soul""]);
            }
        });AddEvent(""Action"",()=>
        {
            if (PlayerInfo.SpecialVars==null||!PlayerInfo.SpecialVars.ContainsKey(""Soul""))
        {
            return;
        }
            if (Self!=null&&Self.GetBuff(""buff_Soul"")!=null)
            {
                Self.GetBuff(""buff_Soul"").buffConfig.Level=int.Parse(PlayerInfo.SpecialVars [""Soul""]);
            }
        });",,0,0,0,9999,Icon/Buff/黑曜皇后,特性,4,,,Special,FALSE
thorns,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent<HurtData>(""Hurt"",
        (fromData) =>
        {
            
            if (Self==null)
            {
                return;
            }
        SetStatusById(fromData.sourceId); Damage((Self.GetBuff(DataId.buff_thorns).buffConfig.Level).ToString());
        });",,0,0,0,999,Icon/Buff/荆棘,能力,3,,,,FALSE
biologicalArmor,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""buff_biologicalArmorOnLevelChange"",()=>{ChangeDynamicVar(""ConversionRate"", ""1"");});",,0,0,0,1,Icon/Buff/生物装甲,能力,4,,,,FALSE
poised,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""EndRound"",()=> { Vars[""ThisCount""] = ""0""; });
        AddEvent(""Hurt"",
        () => {
            if (Self.GetBuff(DataId.buff_poised)==null)
            {
                return;
            }
            AddBuff(DataId.buff_counterattack, Self.GetBuff(DataId.buff_poised).buffConfig.Level.ToString());
            Vars[""ThisCount""]= (int.Parse(Vars[""ThisCount""])+1).ToString();
        });",,0,0,0,999,Icon/Buff/蓄势,正面,3,,,,FALSE
swordIntent,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""] = ""0"";
        AddEvent(""Action"",() => {
            Vars[""ThisCount""] = (int.Parse(Vars[""ThisCount""]) + 1).ToString();
        if (Self.CurHp > 2)
                {
                    ChangeHp(""-1"");
                }
            if (int.Parse(Vars[""ThisCount""]) % 2 == 0)
            {
                
                AddBuff(DataId.buff_poised, ""1"");
            }
        });",,0,0,0,1,Icon/Buff/剑意,能力,4,,,,FALSE
elementalBody,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";
        AddEvent(""StartRound"",()=>{Vars[""ThisCount""]=""0"";});
        AddEvent<HurtData>(""Hurt"",(data=>
        {
            if (int.Parse(Vars[""ThisCount""])>2)
            {
                return;
            }
            Vars[""ThisCount""]=(int.Parse(Vars[""ThisCount""])+1).ToString();
            if (data.damageType == ""Dot"")
            {
                SetStatus(""Self"");
                ChangeHp((Self.MaxHp/20).ToString());
            }
        }));",,0,0,0,1,Icon/Buff/元素身躯,能力,3,,,,FALSE
BonePiercingSpike,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""Dead"", () =>
            {
                var buff = Self.GetBuff(DataId.buff_bleeding);
            SetStatus(""AllFriends"");
            if (buff != null)
            {
                AddBuff(DataId.buff_bleeding, (buff.buffConfig.Level * 2*Self.GetBuff(DataId.buff_BonePiercingSpike).buffConfig.Level).ToString());
            }
            });",,0,0,0,99,Icon/Buff/透骨钉,契印,3,,,,FALSE
LilithsPact,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","if (!Self.DamageFilter.ContainsKey(""buff_bleeding""))
       {
        Self.DamageFilter.Add(""buff_bleeding"",0f);
       }
       Self.DamageFilter[""buff_bleeding""]+=100f;","if (Self.DamageFilter.ContainsKey(""buff_bleeding""))
 {
 Self.DamageFilter[""buff_bleeding""]-=100f;
}",1,0,0,1,Icon/Buff/莉莉丝契约,能力,3,,,,FALSE
